Epoch,Train Accuracy,Train Loss,Validation Accuracy,Validation Loss
1,0.25773194432258606,1.5455626249313354,0.3265306055545807,1.5633245706558228
2,0.29381442070007324,1.5049225091934204,0.26530611515045166,1.6045196056365967
3,0.3144329786300659,1.5112611055374146,0.2448979616165161,1.568946361541748
4,0.3041236996650696,1.5051683187484741,0.2448979616165161,1.5668535232543945
5,0.2886597812175751,1.5008888244628906,0.22448979318141937,1.6153154373168945
6,0.36082473397254944,1.4850183725357056,0.20408163964748383,1.6392827033996582
7,0.32474225759506226,1.5026845932006836,0.18367347121238708,1.6031609773635864
8,0.3505154550075531,1.495381474494934,0.3877550959587097,1.5437473058700562
9,0.34020617604255676,1.5293225049972534,0.22448979318141937,1.5685428380966187
10,0.3041236996650696,1.5392171144485474,0.18367347121238708,1.678821325302124
11,0.3659793734550476,1.5103957653045654,0.2448979616165161,1.6997524499893188
12,0.27835050225257874,1.5346653461456299,0.18367347121238708,1.5836269855499268
13,0.34536081552505493,1.4857301712036133,0.20408163964748383,1.5968631505966187
14,0.30927833914756775,1.4857133626937866,0.22448979318141937,1.5786327123641968
15,0.37628865242004395,1.4638217687606812,0.26530611515045166,1.639339566230774
16,0.25773194432258606,1.5391054153442383,0.20408163964748383,1.6532673835754395
17,0.2989690601825714,1.536027431488037,0.22448979318141937,1.7460353374481201
18,0.3195876181125641,1.5698331594467163,0.2448979616165161,1.6311930418014526
19,0.35567009449005127,1.4969370365142822,0.2448979616165161,1.6119693517684937
20,0.35567009449005127,1.5141981840133667,0.22448979318141937,1.5794506072998047
21,0.3350515365600586,1.4955997467041016,0.2448979616165161,1.5608714818954468
22,0.2989690601825714,1.5119295120239258,0.2448979616165161,1.6650354862213135
23,0.34536081552505493,1.5117796659469604,0.22448979318141937,1.650496482849121
24,0.29381442070007324,1.5357134342193604,0.22448979318141937,1.6062743663787842
25,0.3298968970775604,1.5058705806732178,0.26530611515045166,1.5536874532699585
26,0.32474225759506226,1.487683653831482,0.2857142984867096,1.6191189289093018
27,0.30927833914756775,1.502159833908081,0.18367347121238708,1.6411787271499634
28,0.3350515365600586,1.5143015384674072,0.22448979318141937,1.6298482418060303
29,0.34020617604255676,1.4899381399154663,0.22448979318141937,1.5847843885421753
30,0.2886597812175751,1.5005271434783936,0.2857142984867096,1.566828966140747
31,0.2989690601825714,1.5276401042938232,0.30612245202064514,1.5577117204666138
32,0.3814432919025421,1.4704114198684692,0.20408163964748383,1.6562784910202026
33,0.32474225759506226,1.5111522674560547,0.20408163964748383,1.6409295797348022
34,0.39175257086753845,1.449538230895996,0.2448979616165161,1.5547561645507812
35,0.3298968970775604,1.5101491212844849,0.3469387888908386,1.5250842571258545
36,0.30927833914756775,1.5309016704559326,0.3469387888908386,1.5654877424240112
37,0.3041236996650696,1.4850932359695435,0.22448979318141937,1.600056529045105
38,0.3505154550075531,1.498990535736084,0.22448979318141937,1.590810775756836
39,0.3711340129375458,1.511101484298706,0.26530611515045166,1.6312997341156006
40,0.32474225759506226,1.4857465028762817,0.2448979616165161,1.5782078504562378
41,0.35567009449005127,1.4533016681671143,0.2857142984867096,1.5502142906188965
42,0.3298968970775604,1.5186210870742798,0.2448979616165161,1.6026452779769897
43,0.3144329786300659,1.5488344430923462,0.22448979318141937,1.6571869850158691
44,0.3298968970775604,1.4990503787994385,0.20408163964748383,1.65428626537323
45,0.3298968970775604,1.5041592121124268,0.26530611515045166,1.5844610929489136
46,0.3298968970775604,1.4926800727844238,0.2448979616165161,1.5907806158065796
47,0.3505154550075531,1.4916355609893799,0.30612245202064514,1.564456582069397
48,0.2886597812175751,1.4883785247802734,0.2857142984867096,1.5774140357971191
49,0.3195876181125641,1.484201192855835,0.26530611515045166,1.6555302143096924
50,0.3969072103500366,1.46504807472229,0.2857142984867096,1.5826717615127563
51,0.41237112879753113,1.4715279340744019,0.26530611515045166,1.5680426359176636
52,0.3865979313850403,1.4903373718261719,0.2448979616165161,1.5830820798873901
53,0.3659793734550476,1.466896891593933,0.3265306055545807,1.5650889873504639
54,0.3814432919025421,1.4387247562408447,0.3469387888908386,1.5504146814346313
55,0.3298968970775604,1.4925979375839233,0.20408163964748383,1.6262421607971191
56,0.34020617604255676,1.4718456268310547,0.2857142984867096,1.684238314628601
57,0.2525773048400879,1.5355314016342163,0.22448979318141937,1.6500365734100342
58,0.3298968970775604,1.5260348320007324,0.18367347121238708,1.6385056972503662
59,0.35567009449005127,1.5062825679779053,0.26530611515045166,1.6171669960021973
60,0.30927833914756775,1.465516209602356,0.2448979616165161,1.5931520462036133
