Epoch,Train Accuracy,Train Loss,Validation Accuracy,Validation Loss
1,0.3195876181125641,1.5219342708587646,0.26530611515045166,1.6627838611602783
2,0.3144329786300659,1.5412768125534058,0.2448979616165161,1.6717792749404907
3,0.2835051417350769,1.534255027770996,0.2448979616165161,1.5520424842834473
4,0.3041236996650696,1.513718605041504,0.2448979616165161,1.6601409912109375
5,0.3041236996650696,1.535463809967041,0.26530611515045166,1.6897900104522705
6,0.3041236996650696,1.5174462795257568,0.22448979318141937,1.6123021841049194
7,0.3144329786300659,1.5137600898742676,0.22448979318141937,1.5975779294967651
8,0.3350515365600586,1.5338369607925415,0.2448979616165161,1.5731459856033325
9,0.3298968970775604,1.497875690460205,0.22448979318141937,1.6330807209014893
10,0.2989690601825714,1.5213663578033447,0.26530611515045166,1.704367995262146
11,0.29381442070007324,1.531660556793213,0.20408163964748383,1.6248574256896973
12,0.34020617604255676,1.49358332157135,0.22448979318141937,1.607387900352478
13,0.30927833914756775,1.5001742839813232,0.30612245202064514,1.5549007654190063
14,0.2989690601825714,1.5349843502044678,0.3265306055545807,1.5588788986206055
15,0.35567009449005127,1.4863333702087402,0.22448979318141937,1.597900390625
16,0.29381442070007324,1.5088768005371094,0.22448979318141937,1.706679105758667
17,0.34536081552505493,1.4992711544036865,0.3469387888908386,1.5651469230651855
18,0.3195876181125641,1.5112428665161133,0.26530611515045166,1.6205662488937378
19,0.3195876181125641,1.5083115100860596,0.2448979616165161,1.5924824476242065
20,0.29381442070007324,1.513663649559021,0.36734694242477417,1.5069785118103027
21,0.32474225759506226,1.5260581970214844,0.2448979616165161,1.5780305862426758
22,0.3505154550075531,1.499158263206482,0.2448979616165161,1.6333038806915283
23,0.2835051417350769,1.5198960304260254,0.2448979616165161,1.5830310583114624
24,0.2886597812175751,1.5341870784759521,0.26530611515045166,1.550825595855713
25,0.32474225759506226,1.52815580368042,0.22448979318141937,1.6160985231399536
26,0.2680412232875824,1.5196890830993652,0.20408163964748383,1.6338725090026855
27,0.2319587618112564,1.535616397857666,0.26530611515045166,1.5708454847335815
28,0.3144329786300659,1.5280853509902954,0.18367347121238708,1.7389591932296753
29,0.2835051417350769,1.5500099658966064,0.18367347121238708,1.6301462650299072
30,0.26288658380508423,1.5036242008209229,0.2448979616165161,1.5995166301727295
31,0.2989690601825714,1.51138174533844,0.2857142984867096,1.6032867431640625
32,0.3041236996650696,1.491528868675232,0.22448979318141937,1.5808863639831543
33,0.2835051417350769,1.4976482391357422,0.22448979318141937,1.5589048862457275
34,0.30927833914756775,1.4767361879348755,0.22448979318141937,1.620750069618225
35,0.29381442070007324,1.5065149068832397,0.26530611515045166,1.5641504526138306
36,0.2989690601825714,1.493294358253479,0.3877550959587097,1.513577938079834
37,0.3041236996650696,1.5243333578109741,0.3469387888908386,1.5375739336013794
38,0.27835050225257874,1.5219649076461792,0.22448979318141937,1.6612961292266846
39,0.3195876181125641,1.487136721611023,0.2448979616165161,1.5902832746505737
40,0.35567009449005127,1.511189579963684,0.36734694242477417,1.5216716527938843
